,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
3583,410635.2,0,2681,7.34c,PSG Quest,Team Falcons,Sneyking,ATF,skiter,Cr1t-,Malr1ne,naive-,OmaR,Kaori,Malik,No!ob,Grimstroke,Dragon Knight,Sven,Hoodwink,Pangolier,Chaos Knight,Muerta,Nature's Prophet,Axe,Keeper of the Light,59.41726,50,53.19274,52.732807,50,50,52.654232,50,54.44833,50,58,30,201,147,30,30,1,30,120,30,50.35,49.08,50.13,49.97,44.17,49.73,46.71,49.72,53.40,45.82,-0.14,0.07,0.66,-0.92,0.87,-1.15,-0.29,-1.3,-0.46,0.6,-2.07,0.58,0.62,-0.41,0.0,-0.8,-0.84,-1.25,1.34,0.13,-1.92,0.61,-0.82,-0.15,-0.69
3584,410635.1,1,2846,7.34c,PSG Quest,Team Falcons,ATF,Cr1t-,Sneyking,skiter,Malr1ne,OmaR,Kaori,naive-,Malik,No!ob,Kunkka,Skywrath Mage,Treant Protector,Sven,Lina,Grimstroke,Enchantress,Naga Siren,Centaur Warrunner,Zeus,50,52.732807,59.41726,53.19274,50,52.654232,50,50,54.44833,50,30,173,58,201,30,84,30,30,51,30,51.15,50.21,53.58,50.13,46.30,50.35,45.74,48.37,50.82,51.59,-0.15,0.33,-1.97,-0.02,-0.41,0.36,0.38,0.84,0.46,-0.8,0.42,-0.28,-0.64,-1.04,0.74,-0.28,0.82,-3.99,-1.05,-0.85,-1.16,0.74,-1.61,0.69,0.47
3585,410635.0,0,3109,7.34c,PSG Quest,Team Falcons,Malr1ne,Cr1t-,Sneyking,ATF,skiter,No!ob,Kaori,naive-,OmaR,Malik,Primal Beast,Dark Willow,Treant Protector,Kunkka,Terrorblade,Earthshaker,Enchantress,Luna,Shadow Demon,Brewmaster,50,52.732807,59.41726,50,53.19274,50,50,50,52.654232,54.44833,30,648,58,30,196,30,30,30,53,29,47.92,47.51,53.58,51.15,43.93,49.70,45.74,49.78,45.35,49.84,0.62,-1.92,-2.42,0.04,-0.23,-0.82,-0.67,0.03,1.66,1.32,0.51,-0.28,-0.06,0.69,0.88,0.47,0.33,-1.66,-1.22,1.57,1.05,0.28,-1.67,-0.65,3.09
3586,410642.3,0,2803,7.34c,PSG Quest,Team Falcons,Kaori,OmaR,Malik,naive-,No!ob,ATF,Sneyking,Cr1t-,skiter,Malr1ne,Pugna,Muerta,Centaur Warrunner,Luna,Keeper of the Light,Bristleback,Nature's Prophet,Grimstroke,Wraith King,Earthshaker,50,52.654232,54.44833,50,50,50,59.41726,52.732807,53.19274,50,30,1,51,30,30,30,279,141,121,30,48.29,46.71,50.82,49.78,45.82,47.36,49.72,50.35,52.44,49.70,0.65,0.3,-0.98,-1.38,1.19,-0.35,1.45,-0.07,1.52,-0.53,2.34,1.51,0.74,-0.89,0.68,1.75,0.59,-1.15,0.38,-0.04,0.37,-0.94,-0.87,-4.13,-0.1
3587,410642.2,1,3401,7.34c,PSG Quest,Team Falcons,Cr1t-,ATF,Sneyking,skiter,Malr1ne,naive-,Kaori,OmaR,Malik,No!ob,Spirit Breaker,Razor,Pugna,Spectre,Earthshaker,Muerta,Enchantress,Dark Willow,Axe,Pangolier,52.732807,50,59.41726,53.19274,50,50,50,52.654232,54.44833,50,127,30,92,408,30,30,30,143,120,30,48.82,48.59,48.29,53.95,49.70,46.71,45.74,47.51,53.40,44.17,-0.53,1.83,2.09,-1.07,0.71,1.5,0.39,0.8,-0.38,-1.25,-1.32,-0.03,-0.06,-1.75,1.47,-2.14,2.71,0.22,-2.57,3.3,0.53,1.01,0.82,0.24,-0.79
3588,410642.1,0,4530,7.34c,PSG Quest,Team Falcons,OmaR,Kaori,naive-,Malik,No!ob,Cr1t-,ATF,Sneyking,skiter,Malr1ne,Grimstroke,Nature's Prophet,Luna,Centaur Warrunner,Earthshaker,Spirit Breaker,Bristleback,Enchantress,Spectre,Batrider,52.654232,50,50,54.44833,50,52.732807,50,59.41726,53.19274,50,84,30,30,51,30,127,30,146,408,30,50.35,49.72,49.78,50.82,49.70,48.82,47.36,45.74,53.95,44.60,-0.11,-0.33,0.52,-0.11,0.93,0.02,-0.99,1.55,2.67,3.74,0.1,1.75,-0.56,1.86,1.51,-0.13,2.34,-1.09,-1.04,1.39,0.19,1.11,1.01,1.45,0.68
3589,410642.0,0,2787,7.34c,PSG Quest,Team Falcons,Cr1t-,skiter,Sneyking,Malr1ne,ATF,OmaR,Kaori,Malik,naive-,No!ob,Spirit Breaker,Luna,Enchantress,Lina,Legion Commander,Grimstroke,Nature's Prophet,Bristleback,Naga Siren,Earth Spirit,52.732807,53.19274,59.41726,50,50,52.654232,50,54.44833,50,50,127,162,146,30,30,84,30,27,30,30,48.82,49.78,45.74,46.30,50.36,50.35,49.72,47.36,48.37,46.32,0.11,-0.02,-1.74,-0.11,0.53,-1.15,0.59,1.75,-2.32,-0.02,-0.52,-1.55,1.26,3.01,-0.01,-1.16,-0.71,1.16,-1.61,0.27,-0.17,-0.41,-3.84,-4.27,-0.01
3590,410643.1,0,2907,7.34c,Team Falcons,Winter Bear,KaChal,Merlin,Nagato,lowskill,Mikey,Cr1t-,ATF,Sneyking,skiter,Malr1ne,Brewmaster,Pugna,Ancient Apparition,Faceless Void,Templar Assassin,Spirit Breaker,Bristleback,Skywrath Mage,Wraith King,Puck,50,50,50,50,50,52.732807,50,59.41726,53.19274,50,30,30,30,30,30,127,30,41,121,30,49.84,48.29,50.99,51.15,46.01,48.82,47.36,50.21,52.44,46.56,-0.05,1.99,1.28,-3.19,1.78,0.72,0.65,-0.97,-1.38,-0.44,0.88,-2.31,0.39,0.39,2.18,-0.89,-0.26,1.5,-0.07,-0.38,-0.5,-1.26,-1.77,1.12,-2.77
3591,410643.0,1,1834,7.34c,Team Falcons,Winter Bear,ATF,Sneyking,Malr1ne,Cr1t-,skiter,lowskill,KaChal,Nagato,Mikey,Merlin,Kunkka,Nature's Prophet,Lina,Vengeful Spirit,Spectre,Muerta,Dawnbreaker,Tusk,Keeper of the Light,Witch Doctor,50,59.41726,50,52.732807,53.19274,50,50,50,50,50,30,279,30,179,408,30,30,30,30,30,51.15,49.72,46.30,53.03,53.95,46.71,49.45,46.45,45.82,55.23,-1.94,-1.04,-0.15,1.73,0.07,-1.45,1.56,0.08,0.94,-1.91,-2.22,-1.45,-0.01,0.0,-1.9,0.46,0.54,0.39,0.34,-0.93,-2.14,1.75,-0.23,3.43,1.95
3592,410644.1,1,2073,7.34c,Winter Bear,Riyadh Chefs,Merlin,lowskill,Nagato,Mikey,KaChal,MENU,!Attacker,Cridoz,MonsterKill,OwnedMe,Nature's Prophet,Wraith King,Ancient Apparition,Invoker,Beastmaster,Grimstroke,Magnus,Naga Siren,Keeper of the Light,Axe,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.72,52.44,50.99,47.70,45.96,50.35,47.33,48.37,45.82,53.40,-0.66,0.83,0.6,0.94,0.31,0.02,0.0,3.42,4.13,0.07,0.07,0.63,1.75,-0.21,-0.6,-0.82,0.06,-0.06,0.96,-0.43,-1.19,-0.2,-3.24,3.04,-2.94
3593,410644.0,1,2190,7.34c,Winter Bear,Riyadh Chefs,KaChal,Nagato,lowskill,Merlin,Mikey,MENU,MonsterKill,Cridoz,!Attacker,OwnedMe,Magnus,Grimstroke,Faceless Void,Snapfire,Pangolier,Nature's Prophet,Phoenix,Spectre,Earthshaker,Slardar,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,47.33,50.35,51.15,45.01,44.17,49.72,49.31,53.95,49.70,52.60,-0.83,1.04,-0.75,1.27,-1.75,0.66,0.62,-0.11,-0.66,-0.33,1.02,-1.08,0.16,0.21,-0.17,-1.12,-1.39,-1.78,0.1,0.9,-0.82,-0.39,-3.3,0.79,-2.21
3594,410645.1,1,1118,7.34c,Winter Bear,Gamax Esports,Nagato,Merlin,KaChal,lowskill,Mikey,alberkaaa,MeetYourBob,TheVeryFamous.ar3a,batuhan_kanarya06,Replicate,Nature's Prophet,Pugna,Brewmaster,Faceless Void,Huskar,Weaver,Tusk,Rubick,Magnus,Dazzle,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.72,48.29,49.84,51.15,49.23,49.49,46.45,44.33,47.33,49.47,-1.74,0.08,0.82,0.83,-0.76,0.38,-0.54,-0.4,1.07,-1.01,2.65,1.38,0.32,0.03,-0.27,-3.94,-0.57,0.45,-1.58,-1.29,-0.09,0.09,-0.75,-1.76,0.11
3595,410645.0,1,2638,7.34c,Winter Bear,Gamax Esports,KaChal,Merlin,Nagato,Mikey,lowskill,MeetYourBob,TheVeryFamous.ar3a,batuhan_kanarya06,alberkaaa,Replicate,Bristleback,Weaver,Bane,Templar Assassin,Faceless Void,Treant Protector,Ancient Apparition,Centaur Warrunner,Spectre,Puck,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,47.36,49.49,50.10,46.01,51.15,53.58,50.99,50.82,53.95,46.56,-0.91,2.31,-2.34,-0.94,-0.32,-0.84,-2.09,-0.95,-1.43,1.56,-0.31,-1.28,-0.06,0.53,-1.71,1.97,-0.12,-2.24,1.82,-2.77,-1.15,-0.37,-0.36,0.16,-0.38
3596,410647.1,0,1765,7.34c,TSM,Fart Studios,Fear,Newsham,iAnnihilate,Jäger,Jenkins,Timado,Whitemon,Bryle,Immersion,kasane,Lone Druid,Muerta,Earth Spirit,Tidehunter,Pudge,Chaos Knight,Phoenix,Dazzle,Tusk,Luna,50,50,50,50,50,51.035603,52.021034,54.29572,50,52.845848,30,30,30,30,30,222,172,17,30,6,54.94,46.71,46.32,50.53,49.84,49.73,49.31,49.47,46.45,49.78,0.25,3.26,0.94,1.6,2.87,-0.2,-1.75,-0.79,-1.46,-0.28,0.65,0.41,-0.33,-0.16,0.02,-2.5,-2.05,-2.06,0.48,-0.33,1.03,0.4,0.32,0.51,-0.07
3597,410647.0,1,1946,7.34c,TSM,Fart Studios,Timado,kasane,Whitemon,Immersion,Bryle,Fear,Newsham,Jäger,Jenkins,iAnnihilate,Weaver,Kunkka,Tusk,Ancient Apparition,Queen of Pain,Lone Druid,Dark Willow,Wraith King,Grimstroke,Pangolier,51.035603,52.845848,52.021034,50,54.29572,50,50,50,50,50,161,11,162,30,196,30,30,30,30,30,49.49,51.15,46.45,50.99,48.59,54.94,47.51,52.44,50.35,44.17,-1.84,2.28,-0.23,-0.94,-0.43,-0.1,-0.25,-1.3,-0.15,1.78,-1.6,1.6,-2.07,0.71,1.71,0.39,-0.61,0.39,0.07,0.9,0.44,-0.47,-1.21,0.26,-0.71
3598,410648.1,1,1524,7.34c,Bammysoy,Team Rocket,xxxBliNcc,Husky,Moo,Sammyboy,Mo13ei,小猫喵喵,Bolo,Rozeanne,RRL,Arms,Weaver,Grimstroke,Magnus,Wraith King,Nature's Prophet,Muerta,Centaur Warrunner,Pugna,Zeus,Alchemist,50,50,53.364647,50,50,50,50,50,50,50,30,30,93,30,30,30,30,30,30,30,49.49,50.35,47.33,52.44,49.72,46.71,50.82,48.29,51.59,46.43,1.42,-0.95,-0.38,1.4,0.42,0.07,-0.74,0.98,0.1,-0.09,0.07,-0.33,-1.07,-0.98,0.36,-1.52,0.89,1.38,-1.2,5.16,-1.45,-1.51,-0.3,0.17,0.22
3599,410648.0,1,3339,7.34c,Bammysoy,Team Rocket,Sammyboy,Husky,Moo,xxxBliNcc,Mo13ei,Arms,Rozeanne,RRL,Bolo,小猫喵喵,Weaver,Tusk,Centaur Warrunner,Nature's Prophet,Necrophos,Muerta,Pugna,Earth Spirit,Legion Commander,Skywrath Mage,50,50,53.364647,50,50,50,50,50,50,50,30,30,138,30,30,30,30,30,30,30,49.49,46.45,50.82,49.72,51.09,46.71,48.29,46.32,50.36,50.21,1.42,-0.38,0.08,1.12,0.82,1.46,0.54,0.16,-1.8,-1.05,-1.2,-1.51,-0.01,-0.21,-0.46,-1.45,-0.3,2.7,0.41,-0.2,4.13,2.72,0.03,0.79,3.4
3600,410649.1,1,1826,7.34c,Nouns,pomoika,Gunnar,Fly,Yuma,Lelis,Stormstormer,smN,dot,Fayde,kom4rt,Kitzz,Magnus,Phoenix,Templar Assassin,Grimstroke,Invoker,Nature's Prophet,Muerta,Wraith King,Lifestealer,Earth Spirit,52.04009,55.555557,50,50,53.732838,50,50,50,50,50,177,120,30,30,2889,30,30,30,30,30,47.33,49.31,46.01,50.35,47.70,49.72,46.71,52.44,50.15,46.32,-0.83,0.07,-0.0,-1.41,0.24,0.18,1.75,-2.73,1.47,-0.41,0.3,-1.72,1.12,-1.61,-0.4,0.66,0.07,-0.02,-1.05,-0.57,-0.02,-1.51,-1.76,1.64,0.2
3601,410649.0,0,1876,7.34c,Nouns,pomoika,kom4rt,Kitzz,dot,smN,Fayde,Lelis,Gunnar,Yuma,Fly,Stormstormer,Weaver,Earth Spirit,Grimstroke,Elder Titan,Slardar,Rubick,Magnus,Meepo,Ancient Apparition,Windranger,50,50,50,50,50,50,52.04009,50,55.555557,53.732838,30,30,30,30,30,30,177,30,25,338,49.49,46.32,50.35,50.26,52.60,44.33,47.33,54.97,50.99,46.30,2.0,-0.78,-1.05,-2.09,0.12,-1.2,-0.24,3.25,-0.46,-1.2,0.18,-0.8,1.38,-0.07,0.97,-0.91,-0.02,-15.05,0.12,2.33,1.58,1.75,-0.34,-0.31,1.68
3602,410650.1,0,1817,7.34c,dubu,Sand King Gómez,N1ne,CHAAANNN,H1j4ck,rohofireflu,lundd,DuBu,Yves,MSS,Speeed,adzantick,Weaver,Grimstroke,Tidehunter,Magnus,Wraith King,Treant Protector,Spectre,Skywrath Mage,Bristleback,Earth Spirit,50,50,50,50,50,52.65306,50,66.786285,50,50,30,30,30,30,30,384,30,30,30,30,49.49,50.35,50.53,47.33,52.44,53.58,53.95,50.21,47.36,46.32,-0.84,-1.43,0.82,1.46,0.08,-0.42,-0.11,-0.36,-0.33,-0.57,-1.51,-1.26,-1.7,2.5,-0.73,-1.11,-0.75,-0.42,-0.31,0.24,1.81,0.38,-1.19,4.81,1.13
3603,410650.0,1,1911,7.34c,dubu,Sand King Gómez,DuBu,MSS,adzantick,Speeed,Yves,N1ne,rohofireflu,CHAAANNN,lundd,H1j4ck,Warlock,Tusk,Pangolier,Lone Druid,Lifestealer,Muerta,Earth Spirit,Phoenix,Templar Assassin,Centaur Warrunner,52.65306,66.786285,50,50,50,50,50,50,50,50,273,30,30,30,30,30,30,30,30,30,52.41,46.45,44.17,54.94,50.15,46.71,46.32,49.31,46.01,50.82,0.51,1.37,2.43,0.04,-0.94,1.46,0.16,0.32,1.6,0.0,0.61,-1.32,-0.39,0.33,0.77,0.92,-1.27,3.26,1.2,-0.68,0.56,-1.91,-1.47,1.61,-3.22
3604,410651.1,1,2022,7.34c,TSM,Bammysoy,Immersion,Whitemon,kasane,Timado,Bryle,Sammyboy,xxxBliNcc,Husky,Moo,Mo13ei,Muerta,Tusk,Brewmaster,Templar Assassin,Pangolier,Bristleback,Nature's Prophet,Vengeful Spirit,Magnus,Lina,50,52.021034,52.845848,51.035603,54.29572,50,50,50,53.364647,50,30,162,25,512,123,30,30,30,93,30,46.71,46.45,49.84,46.01,44.17,47.36,49.72,53.03,47.33,46.30,-0.35,1.45,-0.46,-0.07,2.22,-0.37,-0.08,-0.39,0.68,0.01,1.99,0.86,-0.99,0.03,1.13,-1.26,0.3,-0.56,-0.14,-1.37,0.67,-0.82,-1.19,-0.05,0.38
3605,410651.0,0,1528,7.34c,TSM,Bammysoy,Sammyboy,Husky,xxxBliNcc,Moo,Mo13ei,Timado,Immersion,Whitemon,Bryle,kasane,Muerta,Tusk,Pugna,Dragon Knight,Timbersaw,Weaver,Phoenix,Vengeful Spirit,Earth Spirit,Lycan,50,50,50,53.364647,50,51.035603,50,52.021034,54.29572,52.845848,30,30,30,103,30,161,30,77,60,91,46.71,46.45,48.29,49.08,53.35,49.49,49.31,53.03,46.32,47.55,-1.42,-1.75,-0.46,1.33,0.24,0.83,0.32,-0.39,0.16,-0.99,0.38,-0.3,0.64,-0.25,0.25,-0.74,-0.01,-0.56,0.81,-0.44,2.36,-0.2,-0.07,-1.27,-0.46
3606,410652.2,1,2121,7.34c,Nouns,dubu,Lelis,Gunnar,Fly,Yuma,Stormstormer,Speeed,MSS,DuBu,adzantick,Yves,Nature's Prophet,Bristleback,Phoenix,Meepo,Batrider,Lone Druid,Tusk,Enchantress,Earth Spirit,Sven,50,52.04009,55.555557,50,53.732838,50,66.786285,52.65306,50,50,30,62,120,30,237,30,30,656,30,30,49.72,47.36,49.31,54.97,44.60,54.94,46.45,45.74,46.32,50.13,-2.67,0.08,1.55,2.7,-0.62,-2.1,0.37,-1.26,1.05,-0.19,-3.26,-0.32,0.8,-0.41,-0.08,-0.98,-0.23,-0.3,-3.25,6.81,-3.77,0.44,-1.06,-0.49,-0.88
3607,410652.1,0,2578,7.34c,Nouns,dubu,Lelis,Gunnar,Fly,Stormstormer,Yuma,adzantick,DuBu,MSS,Speeed,Yves,Grimstroke,Wraith King,Ancient Apparition,Puck,Slark,Primal Beast,Treant Protector,Pugna,Bristleback,Weaver,50,52.04009,55.555557,53.732838,50,50,52.65306,66.786285,50,50,30,46,25,195,30,30,384,30,30,30,50.35,52.44,50.99,46.56,49.88,47.92,53.58,48.29,47.36,49.49,-2.58,-0.42,0.98,-0.33,0.94,1.75,1.81,1.38,4.81,0.23,-0.25,-1.76,-0.54,-2.31,2.09,-0.52,-0.81,0.44,0.32,-1.56,1.14,-1.98,1.87,-3.94,-0.36
3608,410652.0,0,2150,7.34c,Nouns,dubu,DuBu,Speeed,MSS,Yves,adzantick,Gunnar,Lelis,Yuma,Fly,Stormstormer,Treant Protector,Brewmaster,Muerta,Luna,Dazzle,Primal Beast,Skywrath Mage,Faceless Void,Enchantress,Windranger,52.65306,50,66.786285,50,50,52.04009,50,50,55.555557,53.732838,384,30,30,30,30,110,30,30,152,338,53.58,49.84,46.71,49.78,49.47,47.92,50.21,51.15,45.74,46.30,0.89,-0.02,1.15,-0.28,0.42,0.23,1.28,1.77,-0.83,0.15,2.4,1.47,0.68,1.72,-0.4,2.42,0.12,-0.75,-0.56,0.14,0.6,-0.52,1.29,-1.38,0.85
3609,410653.2,0,2150,7.34c,TSM,Nouns,Fly,Lelis,Yuma,Gunnar,Stormstormer,Immersion,Whitemon,kasane,Timado,Bryle,Phoenix,Clockwerk,Templar Assassin,Keeper of the Light,Invoker,Muerta,Treant Protector,Beastmaster,Spectre,Ember Spirit,55.555557,50,50,52.04009,53.732838,50,52.021034,52.845848,51.035603,54.29572,120,30,30,36,2889,30,182,109,454,353,49.31,49.80,46.01,45.82,47.70,46.71,53.58,45.96,53.95,49.78,1.75,-3.22,-0.14,-3.05,0.77,-0.32,0.12,2.36,-0.57,1.59,-1.72,1.97,-0.04,1.82,1.49,-1.98,-1.94,-3.04,-3.43,0.77,-1.51,-0.98,-0.44,-2.09,1.8
3610,410653.1,0,3750,7.34c,TSM,Nouns,Bryle,Whitemon,Immersion,kasane,Timado,Gunnar,Fly,Lelis,Stormstormer,Yuma,Necrophos,Treant Protector,Grimstroke,Brewmaster,Phantom Lancer,Kunkka,Phoenix,Skywrath Mage,Invoker,Templar Assassin,54.29572,52.021034,50,52.845848,51.035603,52.04009,55.555557,50,53.732838,50,37,182,30,25,335,268,120,30,2889,30,51.09,53.58,50.35,49.84,53.14,51.15,49.31,50.21,47.70,46.01,-1.46,-0.12,3.4,0.68,0.67,0.67,3.22,-0.02,0.98,-1.97,0.15,0.62,-0.36,0.82,0.46,-1.57,-0.29,1.28,0.83,-1.6,0.29,0.64,-0.87,-0.7,-4.58
3611,410653.0,0,2772,7.34c,TSM,Nouns,Lelis,Gunnar,Yuma,Fly,Stormstormer,kasane,Whitemon,Immersion,Timado,Bryle,Shadow Demon,Earth Spirit,Luna,Enchantress,Windranger,Spirit Breaker,Phoenix,Tusk,Faceless Void,Dazzle,50,52.04009,50,55.555557,53.732838,52.845848,52.021034,50,51.035603,54.29572,30,203,30,152,338,16,172,30,550,17,45.35,46.32,49.78,45.74,46.30,48.82,49.31,46.45,51.15,49.47,-2.55,0.0,1.25,0.76,0.1,-0.53,0.41,-0.16,0.4,-0.33,0.1,-0.05,-0.51,-0.75,-0.69,-1.83,-0.8,-0.11,-2.41,1.38,-0.29,-0.66,0.43,1.49,-0.85
3612,410654.1,0,2095,7.34c,Fart Studios,Team Rocket,iAnnihilate,Jenkins,Fear,Newsham,Jäger,Bolo,Rozeanne,Sanctified,RRL,Arms,Kunkka,Tusk,Muerta,Pugna,Necrophos,Bristleback,Phoenix,Dark Willow,Magnus,Spectre,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,51.15,46.45,46.71,48.29,51.09,47.36,49.31,47.51,47.33,53.95,0.43,0.54,-0.25,-0.03,-1.18,-0.37,0.32,1.6,0.68,0.23,-0.35,-1.75,0.09,-0.07,2.14,0.65,-0.3,-0.06,1.07,-2.38,-0.69,-0.12,-0.03,0.3,-4.42
3613,410654.0,1,3090,7.34c,Fart Studios,Team Rocket,Rozeanne,Sanctified,Bolo,Arms,RRL,Fear,Jenkins,Newsham,Jäger,iAnnihilate,Ancient Apparition,Dark Willow,Primal Beast,Faceless Void,Dazzle,Weaver,Treant Protector,Phoenix,Beastmaster,Zeus,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,50.99,47.51,47.92,51.15,49.47,49.49,53.58,49.31,45.96,51.59,2.09,-1.76,0.05,-0.61,0.95,-2.28,-0.71,-0.34,-0.55,-1.09,1.29,-0.89,-0.04,0.42,0.34,-3.94,-1.15,-1.08,-0.57,-1.98,1.56,-0.1,0.92,-0.19,-0.49
3614,410655.2,1,2056,7.34c,pomoika,Sand King Gómez,smN,Kitzz,kom4rt,FLee,Fayde,N1ne,CHAAANNN,H1j4ck,lundd,rohofireflu,Nature's Prophet,Magnus,Lifestealer,Dark Willow,Night Stalker,Muerta,Tusk,Centaur Warrunner,Templar Assassin,Invoker,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,49.72,47.33,50.15,47.51,50.84,46.71,46.45,50.82,46.01,47.70,-1.45,0.08,-1.51,-0.3,0.02,0.07,-0.68,-0.33,0.14,-0.06,0.56,1.26,-3.22,1.61,-1.64,-0.09,-1.6,0.27,-0.17,0.21,-0.59,-0.17,-0.54,2.01,-0.78
3615,410655.1,0,2244,7.34c,pomoika,Sand King Gómez,FLee,Fayde,kom4rt,smN,Kitzz,N1ne,H1j4ck,CHAAANNN,lundd,rohofireflu,Rubick,Magnus,Faceless Void,Pugna,Queen of Pain,Weaver,Dawnbreaker,Tusk,Templar Assassin,Invoker,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,44.33,47.33,51.15,48.29,48.59,49.49,49.45,46.45,46.01,47.70,-2.0,-0.41,1.02,1.66,0.19,0.78,0.82,-0.68,0.14,-0.06,-3.94,-1.1,-0.57,0.12,-1.05,0.38,0.0,-0.54,0.08,0.09,0.91,-0.79,-0.39,0.99,-0.4
3616,410655.0,1,2866,7.34c,pomoika,Sand King Gómez,Kitzz,smN,kom4rt,FLee,Fayde,CHAAANNN,H1j4ck,N1ne,lundd,rohofireflu,Kunkka,Pugna,Spectre,Dark Willow,Enigma,Grimstroke,Brewmaster,Tusk,Lifestealer,Pangolier,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,51.15,48.29,53.95,47.51,49.24,50.35,49.84,46.45,50.15,44.17,-0.15,1.57,-0.15,3.59,1.78,-0.98,-0.59,-0.54,-0.11,1.47,0.11,2.78,-0.23,5.12,3.3,-1.01,1.32,-1.6,-0.08,-1.06,-0.26,1.12,-0.28,-3.54,-2.03
3617,410656.1,0,2201,7.34c,dubu,Team Rocket,Rozeanne,Sanctified,RRL,Bolo,Arms,Speeed,DuBu,adzantick,MSS,Yves,Treant Protector,Dark Willow,Zeus,Night Stalker,Luna,Magnus,Pugna,Earth Spirit,Skywrath Mage,Terrorblade,50,50,50,50,50,50,52.65306,50,66.786285,50,30,30,30,30,30,30,204,30,30,30,53.58,47.51,51.59,50.84,49.78,47.33,48.29,46.32,50.21,43.93,1.11,1.28,1.27,-0.02,1.16,-0.42,0.06,1.41,-0.37,-0.94,0.98,0.53,1.63,0.8,-0.34,-0.66,-0.6,-0.48,-0.97,3.03,-0.59,0.14,-0.02,0.12,1.67
3618,410656.0,0,2099,7.34c,dubu,Team Rocket,Rozeanne,Sanctified,Arms,Bolo,RRL,adzantick,MSS,DuBu,Yves,Speeed,Grimstroke,Weaver,Spectre,Wraith King,Timbersaw,Kunkka,Nature's Prophet,Silencer,Naga Siren,Broodmother,50,50,50,50,50,50,66.786285,52.65306,50,50,30,30,30,30,30,30,30,189,30,30,50.35,49.49,53.95,52.44,53.35,51.15,49.72,54.12,48.37,43.44,0.15,0.66,0.31,-0.52,1.86,-0.55,1.74,1.16,1.65,1.62,1.18,-2.67,-1.91,1.45,1.91,1.3,0.64,-2.83,3.42,2.94,-1.92,-0.85,3.97,-5.29,-0.19
3619,410657.1,1,2002,7.34c,Bammysoy,pomoika,Husky,xxxBliNcc,Sammyboy,Moo,Mo13ei,smN,FLee,Kitzz,kom4rt,Fayde,Tusk,Phoenix,Lina,Bristleback,Zeus,Ancient Apparition,Dark Willow,Magnus,Lifestealer,Centaur Warrunner,50,50,50,53.364647,50,50,50,50,50,50,30,30,30,92,30,30,30,30,30,30,46.45,49.31,46.30,47.36,51.59,50.99,47.51,47.33,50.15,50.82,-1.07,1.6,0.68,-1.26,0.0,-0.05,0.34,-1.04,1.47,0.02,-1.24,-0.8,0.36,-0.41,0.69,2.31,-1.16,0.31,-0.11,-2.34,-0.95,1.09,0.98,1.89,0.97
3620,410657.0,1,2166,7.34c,Bammysoy,pomoika,xxxBliNcc,Husky,Mo13ei,Sammyboy,Moo,smN,FLee,kom4rt,Fayde,Kitzz,Nature's Prophet,Tusk,Dawnbreaker,Lone Druid,Tidehunter,Treant Protector,Grimstroke,Spectre,Brewmaster,Huskar,50,50,50,50,53.364647,50,50,50,50,50,30,30,30,30,101,30,30,30,30,30,49.72,46.45,49.45,54.94,50.53,53.58,50.35,53.95,49.84,49.23,1.9,-0.66,2.67,-0.86,-0.52,0.7,0.71,0.23,-1.38,-0.09,-0.61,0.11,-1.75,-1.3,-0.16,1.7,-1.78,-2.32,2.79,4.77,-1.51,1.59,-1.26,-1.13,2.11
3621,410658.2,1,2522,7.34c,dubu,Bammysoy,Husky,Mo13ei,xxxBliNcc,Sammyboy,Moo,DuBu,Speeed,MSS,Yves,adzantick,Phoenix,Dawnbreaker,Vengeful Spirit,Templar Assassin,Slardar,Enchantress,Centaur Warrunner,Grimstroke,Lifestealer,Dazzle,50,50,50,50,53.364647,52.65306,50,66.786285,50,50,30,30,30,30,187,656,30,30,30,30,49.31,49.45,53.03,46.01,52.60,45.74,50.82,50.35,50.15,49.47,0.8,0.02,-0.62,1.47,-0.92,0.07,0.12,0.11,0.25,0.24,-0.09,-0.01,-0.3,0.18,-0.59,0.59,-2.24,-0.46,-1.61,0.39,2.23,-0.75,0.33,-1.15,0.91
